date	close	open
19-Sep-07	140.77	144.082114
20-Sep-07	140.31	225.8386603
21-Sep-07	144.15	146.6880806
24-Sep-07	148.28	163.4817874
25-Sep-07	153.18	204.9540545
26-Sep-07	152.77	185.8974565
27-Sep-07	154.5	171.1311073
28-Sep-07	153.47	163.6963541
1-Oct-07	156.34	187.7898142
2-Oct-07	158.45	188.5249332
3-Oct-07	157.92	205.8558916
4-Oct-07	156.24	198.5250489
5-Oct-07	161.45	231.4934113
8-Oct-07	167.91	210.2919385
9-Oct-07	167.86	257.8149077
10-Oct-07	166.79	188.5264756
11-Oct-07	162.23	191.9407261
12-Oct-07	167.25	264.1846355
15-Oct-07	166.98	229.9120781
16-Oct-07	169.58	217.6000122
17-Oct-07	172.75	201.2278562
18-Oct-07	173.5	183.2702161
19-Oct-07	170.42	190.6832461
22-Oct-07	174.36	241.6947952
23-Oct-07	186.16	216.1834073
24-Oct-07	185.93	283.0654251
25-Oct-07	182.78	197.8644906
26-Oct-07	184.7	233.2337323
29-Oct-07	185.09	264.5461354
30-Oct-07	187	203.9944557
31-Oct-07	189.95	285.8133688
1-Nov-07	187.44	195.8355712
2-Nov-07	187.87	233.4928658
5-Nov-07	186.18	213.2142177
6-Nov-07	191.79	204.2897313
7-Nov-07	186.3	239.1984939
8-Nov-07	175.47	265.9035195
9-Nov-07	165.37	224.4021922
12-Nov-07	153.76	227.3765706
13-Nov-07	169.96	227.4964763
14-Nov-07	166.11	236.9226761
15-Nov-07	164.3	166.2441794
16-Nov-07	166.39	177.5631785
19-Nov-07	163.95	258.5122528
20-Nov-07	168.85	247.9986599
21-Nov-07	168.46	200.6675081
23-Nov-07	171.54	241.6364302
26-Nov-07	172.54	271.9688334
27-Nov-07	174.81	266.783287
28-Nov-07	180.22	241.1419494
29-Nov-07	184.29	196.2050793
30-Nov-07	182.22	223.7911777
3-Dec-07	178.86	181.9165625
4-Dec-07	179.81	188.3625175
5-Dec-07	185.5	188.8636313
6-Dec-07	189.95	243.8202429
7-Dec-07	194.3	243.095882
10-Dec-07	194.21	248.591339
11-Dec-07	188.54	251.3599343
12-Dec-07	190.86	213.7508341
13-Dec-07	191.83	206.265568
14-Dec-07	190.39	240.6432369
17-Dec-07	184.4	249.7129664
18-Dec-07	182.98	248.4429494
19-Dec-07	183.12	202.2559574
20-Dec-07	187.21	277.8327011
21-Dec-07	193.91	221.1000757
24-Dec-07	198.8	216.1380095
26-Dec-07	198.95	277.4133541
27-Dec-07	198.57	293.4914347
28-Dec-07	199.83	283.8808523
31-Dec-07	198.08	297.3044996
2-Jan-08	194.84	281.8529458
3-Jan-08	194.93	262.4092828
4-Jan-08	180.05	223.3561597
7-Jan-08	177.64	185.572216
8-Jan-08	171.25	187.2077775
9-Jan-08	179.4	195.3064985
10-Jan-08	178.02	231.6907755
11-Jan-08	172.69	229.0183053
14-Jan-08	178.78	179.2724791
15-Jan-08	169.04	258.9432095
16-Jan-08	159.64	176.4197089
17-Jan-08	160.89	232.727733
18-Jan-08	161.36	189.4489853
22-Jan-08	155.64	165.7003226
23-Jan-08	139.07	218.7598592
24-Jan-08	135.6	142.3937548
25-Jan-08	130.01	214.2621911
28-Jan-08	130.01	227.8680402
29-Jan-08	131.54	139.6005566
30-Jan-08	132.18	219.5516253
31-Jan-08	135.36	151.7575513
1-Feb-08	133.75	231.324008
4-Feb-08	131.65	159.0506013
5-Feb-08	129.36	129.9194948
6-Feb-08	122	151.5039322
7-Feb-08	121.24	167.5752388
8-Feb-08	125.48	218.8094257
11-Feb-08	129.45	158.8140989
12-Feb-08	124.86	183.0916342
13-Feb-08	129.4	200.428857
14-Feb-08	127.46	208.5800123
15-Feb-08	124.63	201.1007229
19-Feb-08	122.18	200.3287642
20-Feb-08	123.82	127.9214314
21-Feb-08	121.54	175.7764541
22-Feb-08	119.46	150.0204217
25-Feb-08	119.74	163.4477665
26-Feb-08	119.15	152.0958384
27-Feb-08	122.96	127.3403733
28-Feb-08	129.91	163.2737108
29-Feb-08	125.02	211.364169
3-Mar-08	121.73	212.4108022
4-Mar-08	124.62	212.5224517
5-Mar-08	124.49	151.5292903
6-Mar-08	120.93	204.9290019
7-Mar-08	122.25	142.7503486
10-Mar-08	119.69	209.6866665
11-Mar-08	127.35	163.1150445
12-Mar-08	126.03	128.9646514
13-Mar-08	127.94	138.2242077
14-Mar-08	126.61	139.2463731
17-Mar-08	126.73	141.2158328
18-Mar-08	132.82	219.6533549
19-Mar-08	129.67	189.9183992
20-Mar-08	133.27	177.7775897
24-Mar-08	139.53	214.9294474
25-Mar-08	140.98	210.4244784
26-Mar-08	145.06	145.1160351
27-Mar-08	140.25	234.9767054
28-Mar-08	143.01	155.2583741
31-Mar-08	143.5	233.1833963
1-Apr-08	149.53	193.7206299
2-Apr-08	147.49	193.6539433
3-Apr-08	151.61	170.8458499
4-Apr-08	153.08	187.5393142
7-Apr-08	155.89	216.6119558
8-Apr-08	152.84	183.7043159
9-Apr-08	151.44	224.6435107
10-Apr-08	154.55	223.8841526
11-Apr-08	147.14	189.7220574
14-Apr-08	147.78	241.5695417
15-Apr-08	148.38	155.9468257
16-Apr-08	153.7	240.8005676
17-Apr-08	154.49	226.7020749
18-Apr-08	161.04	190.9056929
21-Apr-08	168.16	248.3618646
22-Apr-08	160.2	225.7637667
23-Apr-08	162.89	166.123291
24-Apr-08	168.94	204.8008849
25-Apr-08	169.73	190.6672819
28-Apr-08	172.24	250.7079486
29-Apr-08	175.05	221.5420145
30-Apr-08	173.95	258.9569052
1-May-08	180	277.4192903
2-May-08	180.94	261.0582317
5-May-08	184.73	235.5956475
6-May-08	186.66	285.8773183
7-May-08	182.59	218.1630522
8-May-08	185.06	271.0239152
9-May-08	183.45	229.071195
12-May-08	188.16	238.1725671
13-May-08	189.96	233.2674035
14-May-08	186.26	280.9408053
15-May-08	189.73	236.5723509
16-May-08	187.62	240.2756785
19-May-08	183.6	202.5698387
20-May-08	185.9	218.6345876
21-May-08	178.19	203.5782784
22-May-08	177.05	191.452901
23-May-08	181.17	233.3659111
27-May-08	186.43	233.8280691
28-May-08	187.01	283.7462267
29-May-08	186.69	278.9839844
30-May-08	188.75	280.1708092
2-Jun-08	186.1	199.675537
3-Jun-08	185.37	269.5930046
4-Jun-08	185.19	218.0629263
5-Jun-08	189.43	285.0042032
6-Jun-08	185.64	244.0855629
9-Jun-08	181.61	215.5570227
10-Jun-08	185.64	209.4604268
11-Jun-08	180.81	269.1177304
12-Jun-08	173.26	191.5259611
13-Jun-08	172.37	197.2609339
16-Jun-08	176.84	228.5957444
17-Jun-08	181.43	264.1584815
18-Jun-08	178.75	199.2919627
19-Jun-08	180.9	194.5132279
20-Jun-08	175.27	178.5977656
23-Jun-08	173.16	191.5785765
24-Jun-08	173.25	259.4426637
25-Jun-08	177.39	187.1256574
26-Jun-08	168.26	170.9413056
27-Jun-08	170.09	224.0998728
30-Jun-08	167.44	201.2551837
1-Jul-08	174.68	256.4420009
2-Jul-08	168.18	255.0408478
3-Jul-08	170.12	197.8454249
7-Jul-08	175.16	247.7216306
8-Jul-08	179.55	209.3905421
9-Jul-08	174.25	270.9207918
10-Jul-08	176.63	260.3802974
11-Jul-08	172.58	183.1115789
14-Jul-08	173.88	199.4385994
15-Jul-08	169.64	216.4819634
16-Jul-08	172.81	180.0650878
17-Jul-08	171.81	213.6115311
18-Jul-08	165.15	185.2078352
21-Jul-08	166.29	226.2909802
22-Jul-08	162.02	250.3688361
23-Jul-08	166.26	240.8059132
24-Jul-08	159.03	183.0001858
25-Jul-08	162.12	244.982314
28-Jul-08	154.4	200.8133031
29-Jul-08	157.08	231.7543842
30-Jul-08	159.88	244.559666
31-Jul-08	158.95	211.2211817
1-Aug-08	156.66	252.1098239
4-Aug-08	153.23	236.88446
5-Aug-08	160.64	162.9798344
6-Aug-08	164.19	235.790345
7-Aug-08	163.57	206.3518183
8-Aug-08	169.55	246.3965768
11-Aug-08	173.56	178.6410881
12-Aug-08	176.73	227.9155246
13-Aug-08	179.3	246.6657367
14-Aug-08	179.32	184.2871464
15-Aug-08	175.74	224.8743186
18-Aug-08	175.39	241.9227492
19-Aug-08	173.53	209.084437
20-Aug-08	175.84	203.5520127
21-Aug-08	174.29	214.3368256
22-Aug-08	176.79	247.3180239
25-Aug-08	172.55	216.7104879
26-Aug-08	173.64	228.9649012
27-Aug-08	174.67	218.0357937
28-Aug-08	173.74	269.9867315
29-Aug-08	169.53	180.1118537
2-Sep-08	166.19	172.279609
3-Sep-08	166.96	238.0777617
4-Sep-08	161.22	187.5903066
5-Sep-08	160.18	193.0504972
8-Sep-08	157.92	187.1982133
9-Sep-08	151.68	205.3293333
10-Sep-08	151.61	157.0048126
11-Sep-08	152.65	158.8895082
12-Sep-08	148.94	232.7813943
15-Sep-08	140.36	155.4278008
16-Sep-08	139.88	166.8833633
17-Sep-08	127.83	192.4245192
18-Sep-08	134.09	214.8058099
19-Sep-08	140.91	157.4485092
22-Sep-08	131.05	188.4837126
23-Sep-08	126.84	185.406555
24-Sep-08	128.71	157.8525145
25-Sep-08	131.93	145.4414296
26-Sep-08	128.24	171.1200702
29-Sep-08	105.26	193.5725994
30-Sep-08	113.66	160.0122933
1-Oct-08	109.12	167.5513346
2-Oct-08	100.1	150.8795437
3-Oct-08	97.07	132.4043741
6-Oct-08	98.14	149.9393855
7-Oct-08	89.16	105.8011738
8-Oct-08	89.79	170.3136642
9-Oct-08	88.74	178.4969469
10-Oct-08	96.8	131.6914224
13-Oct-08	110.26	165.7012851
14-Oct-08	104.08	125.110269
15-Oct-08	97.95	105.7032918
16-Oct-08	101.89	165.3151495
17-Oct-08	97.4	166.7542633
20-Oct-08	98.44	166.7585299
21-Oct-08	91.49	115.2580066
22-Oct-08	96.87	191.3056135
23-Oct-08	98.23	149.8930573
24-Oct-08	96.38	123.3816069
27-Oct-08	92.09	118.459423
28-Oct-08	99.91	172.7373787
29-Oct-08	104.55	122.947647
30-Oct-08	111.04	126.1218523
31-Oct-08	107.59	183.2394709
3-Nov-08	106.96	119.0563982
4-Nov-08	110.99	189.2702188
5-Nov-08	103.3	200.9762816
6-Nov-08	99.1	112.4049416
7-Nov-08	98.24	101.6695361
10-Nov-08	95.88	193.4203214
11-Nov-08	94.77	150.2142715
12-Nov-08	90.12	140.2448133
13-Nov-08	96.44	162.1926657
14-Nov-08	90.24	177.2242539
17-Nov-08	88.14	125.5196599
18-Nov-08	89.91	122.4982714
19-Nov-08	86.29	142.230405
20-Nov-08	80.49	128.4409395
21-Nov-08	82.58	97.19556284
24-Nov-08	92.95	168.8193447
25-Nov-08	90.8	94.51476445
26-Nov-08	95	174.2067603
27-Nov-08	95	173.8308457
28-Nov-08	92.67	188.3155191
1-Dec-08	88.93	137.3831273
2-Dec-08	92.47	143.6889097
3-Dec-08	95.9	152.676379
4-Dec-08	91.41	176.744258
5-Dec-08	94	167.6500184
8-Dec-08	99.72	183.6899892
9-Dec-08	100.06	108.5172584
10-Dec-08	98.21	197.6103496
11-Dec-08	95	191.3657865
12-Dec-08	98.27	127.3270616
15-Dec-08	94.75	139.4295371
16-Dec-08	95.43	113.0828092
17-Dec-08	89.16	166.0931369
18-Dec-08	89.43	127.8251033
19-Dec-08	90	111.6379395
22-Dec-08	85.74	120.2313323
23-Dec-08	86.38	169.5500011
24-Dec-08	85.04	104.1210752
25-Dec-08	85.04	133.4252371
26-Dec-08	85.81	129.6166932
29-Dec-08	86.61	172.2077869
30-Dec-08	86.29	157.8246012
31-Dec-08	85.35	87.34720194
1-Jan-09	85.35	86.45448898
2-Jan-09	90.75	130.5873077
5-Jan-09	94.58	110.1046058
6-Jan-09	93.02	111.9593063
7-Jan-09	91.01	142.3277464
8-Jan-09	92.7	173.8133558
9-Jan-09	90.58	179.2783284
12-Jan-09	88.66	141.8708919
13-Jan-09	87.71	124.1726632
14-Jan-09	85.33	138.7583318
15-Jan-09	83.38	177.6647254
16-Jan-09	82.33	133.5303724
20-Jan-09	78.2	94.16731345
21-Jan-09	82.83	114.8317319
22-Jan-09	88.36	169.6763337
23-Jan-09	88.36	152.8355124
26-Jan-09	89.64	134.4499046
27-Jan-09	90.73	163.5491501
28-Jan-09	94.2	164.4244708
29-Jan-09	93	177.0586146
30-Jan-09	90.13	187.8611753
2-Feb-09	91.51	158.3689209
3-Feb-09	92.98	109.1495811
4-Feb-09	93.55	103.7357415
5-Feb-09	96.46	148.7118163
6-Feb-09	99.72	140.6062083
9-Feb-09	102.51	156.5557587
10-Feb-09	97.83	167.1014072
11-Feb-09	96.82	135.4004949
12-Feb-09	99.27	126.7520946
13-Feb-09	99.16	193.0936933
17-Feb-09	94.53	150.1806324
18-Feb-09	94.37	130.4028706
19-Feb-09	90.64	140.3667803
20-Feb-09	91.2	108.6748929
23-Feb-09	86.95	146.7222723
24-Feb-09	90.25	150.5953053
25-Feb-09	91.16	166.3414287
26-Feb-09	89.19	124.6140716
27-Feb-09	89.31	107.5402084
2-Mar-09	87.94	90.16470602
3-Mar-09	88.37	90.30853966
4-Mar-09	91.17	191.1007735
5-Mar-09	88.84	123.0686962
6-Mar-09	85.3	118.7212347
9-Mar-09	83.11	150.4403789
10-Mar-09	88.63	143.1402414
11-Mar-09	92.68	133.4558353
12-Mar-09	96.35	177.1532763
13-Mar-09	95.93	194.8359721
16-Mar-09	95.42	98.62860902
17-Mar-09	99.66	140.6711618
18-Mar-09	101.52	156.873288
19-Mar-09	101.62	104.9145831
20-Mar-09	101.59	186.6756548
23-Mar-09	107.66	179.6686792
24-Mar-09	106.5	168.2269294
25-Mar-09	106.49	111.8459966
26-Mar-09	109.87	164.1206745
27-Mar-09	106.85	136.3500105
30-Mar-09	104.49	161.0719403
31-Mar-09	105.12	180.5149049
1-Apr-09	108.69	124.6722407
2-Apr-09	112.71	180.824375
3-Apr-09	115.99	146.6910748
6-Apr-09	118.45	124.4854064
7-Apr-09	115	188.920411
8-Apr-09	116.32	129.2698716
9-Apr-09	119.57	120.7555179
10-Apr-09	119.57	202.6710068
13-Apr-09	120.22	209.7302013
14-Apr-09	118.31	217.8816218
15-Apr-09	117.64	132.2427071
16-Apr-09	121.45	160.7543941
17-Apr-09	123.42	211.1233831
20-Apr-09	120.5	208.718254
21-Apr-09	121.76	155.4596523
22-Apr-09	121.51	216.6776181
23-Apr-09	125.4	207.0925878
24-Apr-09	123.9	145.8954171
27-Apr-09	124.73	141.4174775
28-Apr-09	123.9	220.2914245
29-Apr-09	125.14	190.8747739
30-Apr-09	125.83	160.6429612
1-May-09	127.24	163.1990272
4-May-09	132.07	204.7357529
5-May-09	132.71	225.0753138
6-May-09	132.5	135.535239
7-May-09	129.06	177.0580689
8-May-09	129.19	158.3075388
11-May-09	129.57	170.5782605
12-May-09	124.42	200.3643267
13-May-09	119.49	189.6647772
14-May-09	122.95	169.0163849
15-May-09	122.42	157.722188
18-May-09	126.65	136.614687
19-May-09	127.45	223.0458536
20-May-09	125.87	165.8726162
21-May-09	124.18	151.647328
22-May-09	122.5	145.2149381
26-May-09	130.78	188.4164621
27-May-09	133.05	187.6365528
28-May-09	135.07	230.2594868
29-May-09	135.81	215.3424715
1-Jun-09	139.35	225.1359006
2-Jun-09	139.49	226.4130234
3-Jun-09	140.95	176.3608286
4-Jun-09	143.74	236.7260567
5-Jun-09	144.67	161.9131076
8-Jun-09	143.85	183.2516771
9-Jun-09	142.72	231.2958469
10-Jun-09	140.25	148.1406351
11-Jun-09	139.95	148.1361271
12-Jun-09	136.97	200.7345984
15-Jun-09	136.09	151.4049474
16-Jun-09	136.35	170.7668834
17-Jun-09	135.58	204.5352567
18-Jun-09	135.88	185.4455226
19-Jun-09	139.48	199.7183137
22-Jun-09	137.37	156.8596853
23-Jun-09	134.01	137.3353121
24-Jun-09	136.22	162.1323161
25-Jun-09	139.86	218.1507935
26-Jun-09	142.44	227.4118933
29-Jun-09	141.97	226.5357625
30-Jun-09	142.43	176.8674721
1-Jul-09	142.83	193.3400812
2-Jul-09	140.02	189.6471976
3-Jul-09	140.02	193.1129897
6-Jul-09	138.61	149.1757702
7-Jul-09	135.4	210.6106882
8-Jul-09	137.22	144.8580409
9-Jul-09	136.36	147.9733812
10-Jul-09	138.52	234.8606804
13-Jul-09	142.34	225.3878492
14-Jul-09	142.27	183.0638337
15-Jul-09	146.88	210.044956
16-Jul-09	147.52	157.9572412
17-Jul-09	151.75	220.2037644
20-Jul-09	152.91	236.7654979
21-Jul-09	151.51	244.0149051
22-Jul-09	156.74	238.0451072
23-Jul-09	157.82	157.9958765
24-Jul-09	159.99	258.2153903
27-Jul-09	160.1	178.9370198
28-Jul-09	160	176.3313145
29-Jul-09	160.03	197.1654283
30-Jul-09	162.79	197.9357228
31-Jul-09	163.39	168.706061
3-Aug-09	166.43	182.841661
4-Aug-09	165.55	169.9691801
5-Aug-09	165.11	250.5113122
6-Aug-09	163.91	256.0959943
7-Aug-09	165.51	197.797221
10-Aug-09	164.72	176.8974852
12-Aug-09	165.31	218.6144643
13-Aug-09	168.42	265.03981
14-Aug-09	166.78	189.1176451
17-Aug-09	159.59	246.4239574
18-Aug-09	164	164.6099239
19-Aug-09	164.6	261.1984457
20-Aug-09	166.33	182.3771372
21-Aug-09	169.22	184.3627812
24-Aug-09	169.06	252.308343
25-Aug-09	169.4	179.4242153
26-Aug-09	167.41	243.3122188
27-Aug-09	169.45	261.3003129
28-Aug-09	170.05	227.4068632
31-Aug-09	168.21	267.7313496
1-Sep-09	165.3	191.9842303
2-Sep-09	165.18	218.6912291
3-Sep-09	166.55	251.1968969
4-Sep-09	170.31	224.6478303
8-Sep-09	172.93	195.2161619
9-Sep-09	171.14	187.5668943
10-Sep-09	172.56	231.0955983
11-Sep-09	172.16	252.9838641
14-Sep-09	173.72	244.050515
15-Sep-09	175.16	221.1405821
16-Sep-09	181.87	236.8566141
17-Sep-09	184.55	204.3344039
18-Sep-09	185.02	246.0661287
21-Sep-09	184.02	234.0829273
22-Sep-09	184.48	280.6343547
23-Sep-09	185.5	194.8643345
24-Sep-09	183.82	185.2852603
25-Sep-09	182.37	196.8130766
28-Sep-09	186.15	221.9999687
29-Sep-09	185.38	219.3863261
30-Sep-09	185.35	190.945337
1-Oct-09	180.86	205.990337
2-Oct-09	184.9	204.4577528
5-Oct-09	186.02	200.068674
6-Oct-09	190.01	257.2833121
7-Oct-09	190.25	221.679333
8-Oct-09	189.27	192.4366794
9-Oct-09	190.47	266.7755593
12-Oct-09	190.81	202.6145374
13-Oct-09	190.02	265.8278885
14-Oct-09	191.29	237.7352773
15-Oct-09	190.56	254.6971929
16-Oct-09	188.05	199.7227864
19-Oct-09	189.86	285.3780172
20-Oct-09	198.76	218.0544632
21-Oct-09	204.92	257.3621867
22-Oct-09	205.2	236.9485115
23-Oct-09	203.94	250.6482391
26-Oct-09	202.48	244.3174219
27-Oct-09	197.37	289.6691643
28-Oct-09	192.4	206.6130024
29-Oct-09	196.35	275.0338458
30-Oct-09	188.5	226.6199763
2-Nov-09	189.31	207.5004673
3-Nov-09	188.75	263.1418105
4-Nov-09	190.81	247.376156
5-Nov-09	194.03	261.5882116
6-Nov-09	194.34	232.1071568
9-Nov-09	201.46	298.7108553
10-Nov-09	202.98	248.4966611
11-Nov-09	203.25	233.4958316
12-Nov-09	201.99	234.5987803
13-Nov-09	204.45	284.1059175
16-Nov-09	206.63	234.9404439
17-Nov-09	207	215.5636155
18-Nov-09	205.96	273.179765
19-Nov-09	200.51	241.8189976
20-Nov-09	199.92	245.2668581
23-Nov-09	205.88	271.2765142
24-Nov-09	204.44	216.422309
25-Nov-09	204.19	209.8311403
26-Nov-09	204.19	246.6847448
27-Nov-09	200.59	267.9378896
30-Nov-09	199.91	219.8588215
1-Dec-09	196.97	240.6465045
2-Dec-09	196.23	214.0810235
3-Dec-09	196.48	216.4258042
4-Dec-09	193.32	275.0370063
7-Dec-09	188.95	208.6998098
8-Dec-09	189.87	260.320864
9-Dec-09	197.8	269.3160767
10-Dec-09	196.43	218.0781156
11-Dec-09	194.67	253.3884789
14-Dec-09	196.98	252.8763188
15-Dec-09	194.17	236.0839013
16-Dec-09	195.03	228.8383267
17-Dec-09	191.86	204.8306512
18-Dec-09	195.43	251.7033812
21-Dec-09	198.23	239.3577734
22-Dec-09	200.36	258.8178918
23-Dec-09	202.1	273.6431938
24-Dec-09	209.04	282.9976119
25-Dec-09	209.04	217.7784776
28-Dec-09	211.61	302.6172084
29-Dec-09	209.1	244.5437836
30-Dec-09	211.64	303.3874728
31-Dec-09	210.73	235.2657255
1-Jan-10	210.73	235.2089039
4-Jan-10	214.01	234.1073713
5-Jan-10	214.38	270.4007576
6-Jan-10	210.97	259.1219709
7-Jan-10	210.58	240.5207614
8-Jan-10	211.98	258.4821961
11-Jan-10	210.11	293.3095153
12-Jan-10	207.72	307.3235412
13-Jan-10	210.65	248.6827242
14-Jan-10	209.43	244.8488657
15-Jan-10	205.93	241.7285378
18-Jan-10	205.93	218.1958966
19-Jan-10	215.04	234.9183668
20-Jan-10	211.72	248.3197577
21-Jan-10	208.07	301.2072369
22-Jan-10	197.75	218.9422326
25-Jan-10	203.08	256.1445264
26-Jan-10	205.94	212.3329015
27-Jan-10	207.88	288.5116535
28-Jan-10	199.29	275.8376184
29-Jan-10	192.06	220.6449446
1-Feb-10	194.73	247.6336207
2-Feb-10	195.86	260.4185579
3-Feb-10	199.23	294.778036
4-Feb-10	192.05	263.7248069
5-Feb-10	195.46	290.9305475
8-Feb-10	194.12	259.7073681
9-Feb-10	196.19	216.5557779
10-Feb-10	195.12	270.0768863
11-Feb-10	198.67	291.2232778
12-Feb-10	200.38	273.6572354
15-Feb-10	200.38	255.3051816
16-Feb-10	203.4	269.7628561
17-Feb-10	202.55	210.0175023
18-Feb-10	202.93	261.4358944
19-Feb-10	201.67	267.3060711
22-Feb-10	200.42	245.3090142
23-Feb-10	197.06	208.5593217
24-Feb-10	200.66	206.6303997
25-Feb-10	202	230.565795
26-Feb-10	204.62	231.0592274
1-Mar-10	208.99	230.806443
2-Mar-10	208.85	303.6527994
3-Mar-10	209.33	211.7269471
4-Mar-10	210.71	227.3776898
5-Mar-10	218.95	255.4963377
8-Mar-10	219.08	299.4446185
9-Mar-10	223.02	268.1215174
10-Mar-10	224.84	308.5951065
11-Mar-10	225.5	250.11414
12-Mar-10	226.6	251.1690396
15-Mar-10	223.84	241.9106435
16-Mar-10	224.45	291.1422122
17-Mar-10	224.12	251.9959905
18-Mar-10	224.65	309.3574136
19-Mar-10	222.25	262.5945499
22-Mar-10	224.75	280.6270731
23-Mar-10	228.36	255.762683
24-Mar-10	229.37	325.1473945
25-Mar-10	226.65	283.7784008
26-Mar-10	230.9	312.8718777
29-Mar-10	232.39	263.9359
30-Mar-10	235.84	236.0019181
31-Mar-10	235	275.1100092
1-Apr-10	235.97	252.0804853
2-Apr-10	235.97	257.5232904
5-Apr-10	238.49	323.8904654
6-Apr-10	239.54	250.7456399
7-Apr-10	240.6	329.8889511
8-Apr-10	239.95	324.1444394
9-Apr-10	241.79	311.4286467
12-Apr-10	242.29	303.2881272
13-Apr-10	242.43	273.9994228
14-Apr-10	245.69	246.1418447
15-Apr-10	248.92	309.843962
16-Apr-10	247.4	311.4820081
19-Apr-10	247.07	278.976016
20-Apr-10	244.59	245.6812103
21-Apr-10	259.22	301.2785788
22-Apr-10	266.47	289.2156733
23-Apr-10	270.83	290.0369804
26-Apr-10	269.5	323.1127848
27-Apr-10	262.04	329.0896003
28-Apr-10	261.6	330.4176582
29-Apr-10	268.64	363.0121625
30-Apr-10	261.09	307.5538624
3-May-10	266.35	266.6691415
4-May-10	258.68	307.4101934
5-May-10	255.98	271.3742483
6-May-10	246.25	271.3291062
7-May-10	235.86	269.6476915
10-May-10	253.99	345.8795588
11-May-10	256.52	316.9238657
12-May-10	262.09	311.9787828
13-May-10	258.36	275.7631991
14-May-10	253.82	331.2397127
17-May-10	254.22	321.6853699
18-May-10	252.36	348.7009324
19-May-10	248.34	313.6717624
20-May-10	237.76	267.449706
21-May-10	242.32	262.0371214
24-May-10	246.76	323.4432587
25-May-10	245.22	301.5280623
26-May-10	244.11	249.1303092
27-May-10	253.35	298.1081918
28-May-10	256.88	304.6378166
31-May-10	256.88	291.2358819
1-Jun-10	260.83	294.8249902
2-Jun-10	263.95	268.7027805
3-Jun-10	263.12	302.1015582
4-Jun-10	255.96	295.7836016
7-Jun-10	250.94	345.5645545
